# x_m, y_m, w_tr_right_m, w_tr_left_m
-11.548919120543399,0.318352049218882,1.1,1.1
-11.715499376603798,0.328381400848235,1.1,1.1
-11.871478506154897,0.339670907054802,1.1,1.1
-12.026444350194797,0.351441075641847,1.1,1.1
-12.1802867579663,0.363934968207916,1.1,1.1
-12.333293262984999,0.377298709946059,1.1,1.1
-12.497002522997299,0.38545562974342,1.1,1.1
-12.6510234357579,0.399479076887864,1.1,1.1
-12.804707435953599,0.414913200560898,1.1,1.1
-12.958072914075299,0.431524004841264,1.1,1.1
-13.110768399006798,0.450182859202668,1.1,1.1
-13.273651483921999,0.459348639667695,1.1,1.1
-13.426988536037399,0.479393948132261,1.1,1.1
-13.579525271018298,0.501225727896102,1.1,1.1
-13.731571773583997,0.524559752008886,1.1,1.1
-13.882823629551197,0.549694083953173,1.1,1.1
-14.042599127279399,0.574645364067506,1.1,1.1
-14.193780971058398,0.604216222372025,1.1,1.1
-14.343869827202298,0.636042208960072,1.1,1.1
-14.492253921103,0.670466013330502,1.1,1.1
-14.6396691835545,0.706683283730462,1.1,1.1
-14.800813607363398,0.734899187261458,1.1,1.1
-14.9470137952964,0.775240475938556,1.1,1.1
-15.091655558233398,0.817545023136252,1.1,1.1
-15.235077609219097,0.861758194791963,1.1,1.1
-15.377709938976999,0.907482309104441,1.1,1.1
-15.534016286104197,0.955330207659681,1.1,1.1
-15.674933182299597,1.00779045553505,1.1,1.1
-15.814254222394801,1.06375782549984,1.1,1.1
-15.952414861087796,1.12265077380165,1.1,1.1
-16.098121341912595,1.16982334684177,1.1,1.1
-16.2357756873827,1.23109228916006,1.1,1.1
-16.3715780341673,1.2946477068996,1.1,1.1
-16.505614614365896,1.36130644306673,1.1,1.1
-16.636935788749,1.4310698172949,1.1,1.1
-16.787062315383295,1.5067757811418,1.1,1.1
-16.9186753329912,1.58287383950086,1.1,1.1
-17.0486121285309,1.66175936518477,1.1,1.1
-17.1758223105292,1.74372173743527,1.1,1.1
-17.3013411902404,1.82886223899175,1.1,1.1
-17.4305556172965,1.91747716375699,1.1,1.1
-17.554445429474995,2.00861689106018,1.1,1.1
-17.676024206937896,2.10247854194382,1.1,1.1
-17.7947058303399,2.19926438066308,1.1,1.1
-17.9097564398678,2.29876052428343,1.1,1.1
-18.0212668378663,2.40217851111834,1.1,1.1
-18.1290800433055,2.50854478136836,1.1,1.1
-18.2468998982543,2.60334838508418,1.1,1.1
-18.350494684352,2.71277745476128,1.1,1.1
-18.451207511206597,2.82378717618422,1.1,1.1
-18.547539159745,2.93666035382593,1.1,1.1
-18.662029306027,3.05810953530697,1.1,1.1
-18.753128277797998,3.17528928944203,1.1,1.1
-18.8396886601983,3.29474985878718,1.1,1.1
-18.9219385108306,3.41516965254049,1.1,1.1
